Clinton Zero,County,Demgov16,"Female Pct, Median Hh Inc, Rural Pct and 1 more (clusters)",Obama Zero,Othergov16,Otherpres12 0,Otherpres16  0,Repgov16,Romney Zero,State,Trump Zero,Age29Andunder Pct,Age65Andolder Pct,Black Pct,Clf Unemploy Pct,Clinton16,Cvap,Demgov14,Demhouse16,Democratic Shift,Demsen16,Female Pct,Fips,Foreignborn Pct,Hispanic Pct,Lesscollege Pct,Lesscollege Whites Pct,Lesshs Pct,Lesshs Whites Pct,Median Hh Inc,Nonwhite Pct,Obama12,Othergov14,Otherhouse16,Otherpres Shift,Otherpres12,Otherpres16,Othersen16,Repgov14,Rephouse16,Repsen16,Republican Shift,Romney12,Rural Pct,Ruralurban Cc,Total Population,Trump16,Votes12,Votes16,White Pct
TRUE,Montour,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,33.79700065,19.99021952,1.722451641,5.338396247,2857,14330,2123,2871,-5.594309104,2898,51.98869811,42093,3.238426429,2.396218213,71.50553726,73.476388,10.15414547,10.48978941,55233,7.666811563,3053,0,0,3.194656652,126,411,586,2900,5531,5066,2.399652452,4652,53.76909181,3,18404,5288,38.98608096,33.39177186,92.33318844
TRUE,Northampton,NA,Cluster 2,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,36.45048583,17.33661653,4.567083722,6.683384143,66272,230620,40723,60430,-5.535777882,64151,50.91508053,42095,7.257087715,12.07706642,72.12613469,71.19578726,9.576750817,8.017387384,62753,21.5785971,67606,0,2192,2.552572719,1683,5511,3566,33337,73748,72172,2.983205163,61446,12.76840143,2,300520,71736,51.71224232,46.17646444,78.4214029
TRUE,Northumberland,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,33.46725078,19.66663105,2.465006945,6.777580799,9788,74685,10573,10434,-12.63216381,11117,49.47430281,42097,1.336681269,3.047334117,84.97858499,84.77839013,14.18100467,13.52324769,43701,6.828721017,13072,0,0,1.96913587,622,1407,2592,10396,25333,21826,10.66302794,19518,34.86057041,4,93590,25427,39.35926774,26.72710393,93.17127898
TRUE,Perry,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,35.50726225,15.86522663,0.858763993,5.181368508,4632,35270,4204,4617,-7.82839971,4962,49.62429075,42099,1.296908888,1.684667119,83.65555799,83.88869252,11.73439111,11.48420681,58585,4.037505203,5685,0,0,2.61234962,323,910,1231,8501,16122,14898,5.216050089,13120,88.49877091,2,45647,15616,29.72082811,21.8924284,95.9624948
TRUE,Philadelphia,NA,Cluster 2,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,43.59493775,12.5216515,41.55210015,12.52400886,584025,1120330,326646,587147,-2.761359504,560421,52.69690206,42101,13.07160926,13.76785488,73.65028032,60.67613326,17.39083817,10.07265561,39770,64.73212397,588806,0,0,1.367565088,5054,14858,8030,44383,61056,116714,1.393794417,96467,0,1,1559938,108748,85.29378106,82.53242156,35.26787603
TRUE,Pike,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,32.01565558,20.48567871,5.488347269,9.857596104,9256,43450,5316,8912,-8.39702948,9329,50.02312756,42103,8.309909269,10.06404554,74.70395628,74.85429537,9.254289864,8.718964914,61199,18.37217577,10210,0,0,1.807184728,283,789,1113,7453,16369,15192,6.589844752,12786,70.7612125,1,56210,16056,43.85927231,35.46224283,81.62782423
TRUE,Potter,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,33.26179013,21.78780672,0.498868844,5.77724036,1302,13495,1526,1210,-9.467802726,1387,49.56784036,42105,1.1369569,1.200765706,84.9512987,84.97668221,12.5,12.45836109,40921,3.289053889,1897,0,0,1.393475112,114,231,323,3136,6459,5990,8.074327613,5231,100,9,17239,6251,26.19442143,16.72661871,96.71094611
TRUE,Schuylkill,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,32.72578572,19.23946585,2.599259122,7.996438892,16770,115570,20541,23262,-15.84631714,19539,48.93919713,42107,1.84738459,3.586867625,84.68378516,84.27562016,12.11356229,11.33264119,46573,7.9441661,24546,0,0,1.772838416,903,2098,4832,17167,38280,37757,14.07347872,32278,36.46123448,4,145503,44001,42.52083081,26.67451367,92.0558339
TRUE,Snyder,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,39.65114546,16.81906276,0.916861303,4.396299903,4002,31225,3982,3843,-6.784883204,4299,50.44973414,42109,1.361626,2.146797197,83.32205938,83.63593951,17.11010898,17.07165351,51110,4.730904935,4687,0,0,2.27369957,242,636,1116,5772,12034,10867,4.511183634,10073,66.82031132,7,40246,11725,31.242501,24.4576178,95.26909507
TRUE,Somerset,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,31.4838388,20.47085996,2.607577328,6.652836194,7376,61840,9594,8066,-7.181462805,8340,48.12535269,42111,0.879253553,1.339877429,84.53389456,84.24740501,12.85747131,11.97331395,45424,5.204656107,9436,0,0,1.307804009,522,1018,1923,13145,27578,25470,5.873658795,23984,70.80214041,4,76201,27379,27.80036533,20.61890252,94.79534389
TRUE,Sullivan,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,26.37258013,26.9120914,2.364328785,8.894230769,750,5445,778,786,-11.1469168,867,47.58806728,42113,1.872421454,1.729609648,84.48871722,84.33179724,10.95751169,10.30582321,44926,6.474135195,1034,0,0,1.435576138,47,95,206,1325,2276,2020,9.711340665,1868,100,8,6302,2291,35.06273313,23.91581633,93.52586481
TRUE,Susquehanna,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,32.02572194,20.06836871,0.547427806,7.375830277,5123,33335,4283,5054,-11.27483992,5535,49.65576592,42115,1.611206732,1.704436795,83.2514413,83.23943187,11.10455975,10.7418778,50160,3.549913941,6935,0,0,2.788394125,309,849,1716,7790,13839,11996,8.486445798,10800,84.02989206,6,41832,12891,38.43382842,27.1589885,96.45008606
TRUE,Tioga,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,36.06147843,19.585544,0.523423188,6.79009206,3901,33390,3448,3812,-10.2164938,3992,50.41041136,42117,1.17294378,1.244319669,79.51314309,79.66980967,10.91336811,10.67685513,48449,3.680616688,5357,0,0,2.626495395,305,810,764,7636,14241,13418,7.589998405,11342,90.10981158,6,42031,13614,31.50435192,21.28785812,96.31938331
TRUE,Union,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,38.15131259,16.07419541,6.412413121,4.911793448,6180,36095,4784,5992,-2.173271112,6092,44.86254372,42119,3.222807561,5.693036434,77.8580259,75.82789179,14.83180428,13.27736318,51349,15.66027713,6109,0,0,2.19601529,263,666,841,5362,11164,10568,-0.022744178,9896,42.81487085,4,45178,10622,37.55224982,35.3789787,84.33972287
TRUE,Venango,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,32.85072952,19.94388328,0.729517396,8.029721956,6309,42435,6053,6086,-8.819979861,6989,50.78750468,42121,0.746352413,1.060606061,83.48961301,83.49269588,11.09413045,10.7250996,43885,3.872053872,7945,0,0,2.524053883,407,1018,1638,7475,16930,14581,6.295925978,13815,54.755929,4,53460,16021,35.84156629,27.02158643,96.12794613
TRUE,Warren,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,32.16807302,20.67947551,0.460035917,5.792023086,5145,32415,4754,5139,-12.52548036,5124,49.90528672,42123,1.180840857,0.998794558,81.57201702,81.6834761,8.788574515,8.531362255,44977,2.986543334,6995,0,0,2.705383778,294,812,958,5926,12709,12130,9.820096578,10010,55.04244888,6,40649,12477,40.43586335,27.91038299,97.01345667
TRUE,Washington,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,33.97673202,18.90439768,2.818470344,6.172303042,36322,165075,28288,8110,-6.777616383,38133,51.0349596,42125,1.997896951,1.504304529,71.86268046,71.65805509,8.245765106,7.773937213,57534,7.253119763,40345,0,0,2.44841097,1175,3742,5824,30279,75676,56952,4.329205413,53230,30.82475219,1,208269,61386,42.58047493,35.80285855,92.74688024
TRUE,Wayne,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,30.02904087,20.68333756,3.223731655,7.443422914,7008,41830,6069,6641,-9.679661159,7487,46.857154,42127,2.927475783,4.054027716,79.48691344,78.46586711,10.12165703,8.989370772,50595,8.953943906,8396,0,0,1.731413832,315,766,1803,7603,16679,14538,7.948247327,12896,88.093976,6,51307,16244,38.85777757,29.17811641,91.04605609
TRUE,Westmoreland,NA,Cluster 1,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,31.82145769,20.66938062,2.373830267,5.292646761,59669,289880,45475,22689,-4.802157543,62981,51.16548917,42129,1.543782713,1.064341903,73.09419086,73.00648282,6.976213738,6.739755358,54142,5.768315724,63722,0,0,2.087795265,1918,5860,9745,60678,135374,107532,2.714362278,103932,25.36359877,1,359377,116522,37.5781379,32.77598036,94.23168428
TRUE,Wyoming,NA,Cluster 3,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,35.14566577,18.37354781,0.868632708,7.03230868,3811,22165,3399,3980,-13.63549909,4154,49.77301162,42131,1.27613941,1.780160858,81.39971579,81.3179949,8.35363378,8.125553069,53397,4.125111707,5061,0,0,1.886792453,224,496,1068,4239,9003,7844,11.74870663,6587,83.45593436,2,27975,8837,42.62971698,28.99421789,95.87488829
TRUE,York,NA,Cluster 2,TRUE,NA,TRUE,TRUE,NA,TRUE,Pennsylvania,TRUE,36.83988343,15.84166281,5.254605042,6.240873568,68524,334780,52072,62969,-5.412193871,69394,50.56513332,42133,3.599150257,6.649735363,76.88465643,76.29668396,11.46342665,10.25247014,59853,15.27448684,73191,0,0,2.892377708,2734,8934,10271,69055,141076,126350,2.519816163,113304,24.72044178,2,440604,128528,38.67853236,33.26633849,84.72551316
